id,title,artist_name,lyricist,composer,arranger,release_date,semantic_tags,summary,punchline,isrc,tempo,energy,danceability,valence,fame_score,score_daily_life,score_energy_burst,score_euphoria,score_festival,score_graduation,score_growing_up,score_impermanence,score_midnight_room,score_professional,score_rivalry,score_school_life,score_self_love,score_sentimental,score_shy_romance,score_sixteen_beat,score_social_satire,score_strong_girl,score_struggle,score_tonchiki,score_universe_scale,score_urban_night,inst_id,live_id,other_ver_id,history_context
1BDCa5oquzXN44KiAL2sBt,Wake-up Call～目覚めるとき～,モーニング娘。'23,,,大久保薫,2023-10-25,"初心者におすすめ, ディフィカルトリスニング初級",「君にそんなメイクは似合わない」という押し付けに「解せない」と反論し、自分の顔も人生も自分で決めると宣言する。「女らしく、男らしく」という枠を超え、多面的な自分を肯定して目覚めろ（Wake-up）と煽る強いメッセージ。,私はね 私を騙したくない,JPA602300123,120.0,0.7366,0.706,0.4294,0.28,0.25653710247349826,0.8544169611307421,0.7484098939929329,0.0007067137809187279,0.870008040739748,0.8494699646643109,0.5272084805653711,0.0007067137809187279,0.8925795053003533,0.927208480565371,0.0007067137809187279,0.8954063604240282,0.0007067137809187279,0.0007067137809187279,0.6388692579505301,0.9703180212014134,0.9088339222614841,0.6954063604240283,0.5886925795053004,0.888339222614841,0.7929328621908127,1S5F1WZ544aym3SaDQBfo3 (Instrumental),"3iUAVOl9JMLM8oZ3XwpV0q ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )), 0sw4DE0CcWvIfbBUgZEsyl (From THE FIRST TAKE)",,"モーニング娘。'23 井上春華・弓桁朱琴 JOIN (2023-05-23), アンジュルム 下井谷幸穂・後藤花 JOIN (2023-05-23), Juice=Juice 川嶋美楓 JOIN (2023-05-23), アンジュルム 竹内朱莉 GRAD (2023-06-21), つばきファクトリー 山岸理子・岸本ゆめの GRAD (2023-11-06)"
49NjKvYTLPA8SDdZN7ItaA,HEAVY GATE,モーニング娘。'23,つんく♂,つんく♂,大久保薫,2023-08-30,"EDM, クール, 強い女性, ダンス, コールしたくなる",モーニング娘。'23のシングル曲。重厚なベースラインと攻撃的なサウンドが特徴で、グループの「強い女性像」を象徴する一曲。,重い扉 こじ開けて,JPA602300071,120.0,0.9467,0.5982,0.5542,0.55,0.0,0.0,0.0,0.0,0.7515411417850443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7HdSEZqw4ktLUlqWVY5kc8 ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"つばきファクトリー 浅倉樹々 GRAD (2023-04-02), モーニング娘。'23 井上春華・弓桁朱琴 JOIN (2023-05-23), アンジュルム 下井谷幸穂・後藤花 JOIN (2023-05-23), Juice=Juice 川嶋美楓 JOIN (2023-05-23), アンジュルム 竹内朱莉 GRAD (2023-06-21)"
7jPLBgoZWVufvi5Decyo97,セクシーキャットの演説,モーニング娘。'16,つんく♂,つんく♂,大久保薫,2016-11-23,"セクシー, ライブ定番, 16ビート, 強い女性, クール, つんく＿おふざけ無し",「本気で挑まぬ女の子」に対し、セクシーな猫に扮して喝を入れる。「結果だけを求めてるんじゃない」と言い訳する自分を見透かし、本気で生きることの重要性を説く、モーニング娘。'16のシアトリカルで哲学的な一曲。,本気で挑まぬ 女の子,JPA601600310,120.0,0.8506,0.7098,0.4294,0.58,0.56113074204947,0.5795053003533569,0.4876325088339223,0.0007067137809187279,0.0002680246582685607,0.6954063604240283,0.0007067137809187279,0.7886925795053004,0.7095406360424028,0.0007067137809187279,0.0007067137809187279,0.7413427561837456,0.0007067137809187279,0.0007067137809187279,0.8607773851590106,0.9201413427561838,0.9088339222614841,0.8565371024734982,0.8007067137809187,0.0007067137809187279,0.9526501766784452,1NCPJhl9heaj4zikE7yTRT (Instrumental),54qHsPypOwVnZW4aAmPFrh ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"アンジュルム 田村芽実 GRAD (2016-05-30), モーニング娘。'16 鈴木香音 GRAD (2016-05-31), アンジュルム 笠原桃奈 JOIN (2016-07-16), カントリー・ガールズ 稲場愛香 GRAD (2016-08-04), つばきファクトリー 小野田紗栞、小野瑞歩、秋山眞緒 JOIN (2016-08-13), モーニング娘。'16 加賀楓、横山玲奈 JOIN (2016-12-12)"
1YEhLnOHLDlOb8ETWHR0CH,気まぐれプリンセス,モーニング娘。,つんく♂,つんく♂,大久保薫,2009-10-28,"セクシー, ライブ定番, 16ビート, 強い女性, クール, つんく＿おふざけ無し, コールしたくなる",「気まぐれ美人は どこかのお姫」と、強気でセクシーな女性を演じる。「寂しい乙女心」を買い物や甘いもので埋めようとする、現代女性の孤独とプライドを描いたモーニング娘。のダンサブルな楽曲。,気まぐれプリンセス,,134.0,1.0,0.639,0.524,0.6,0.13780918727915195,0.7201413427561838,0.3773851590106007,0.0007067137809187279,0.8654516215491825,0.3363957597173145,0.0007067137809187279,0.8494699646643109,0.9561837455830389,0.8056537102473498,0.0007067137809187279,0.7413427561837456,0.1717314487632509,0.0007067137809187279,0.9632508833922262,0.8219081272084806,0.9088339222614841,0.5915194346289753,0.5886925795053004,0.0007067137809187279,0.9795053003533569,48pSt2SYvcdDiDyvBUcvUL (Instrumental),6T7jkUh4YL4Pf0QclVUYzc ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 ) - 23 Ver),4df4C0uiFFafUwDZ4HDrYt (23 Ver),"℃-ute 有原栞菜 GRAD (2009-07-09), ℃-ute 梅田えりか GRAD (2009-10-25)"
6LPe2qbnILDXDRmtSfCDmO,What is LOVE？,モーニング娘。'14,つんく♂,つんく♂,大久保薫,2014-01-29,"初心者におすすめ, つんく♂がうるさい曲, キラーチューン",「What is love?」と問いかけながら、愛の本質を探求する。「たった一人を納得させられないで 世界中口説けるの」と、身近な愛の大切さと難しさを高速ビートに乗せて歌う。,Is it necessary?,DEA410500401,120.0,1.0,0.9,0.8,0.65,0.0706713780918728,0.8544169611307421,0.6056537102473498,0.8904593639575972,0.0002680246582685607,0.18657243816254418,0.6459363957597173,0.0007067137809187279,0.8070671378091873,0.9717314487632509,0.0007067137809187279,0.5469964664310955,0.4600706713780919,0.0007067137809187279,0.9632508833922262,0.9201413427561838,0.7964664310954064,0.6954063604240283,0.48692579505300354,0.0007067137809187279,0.7929328621908127,4pXfP4vZQ2FVXSx0M8RYJO (Instrumental),4QVhnIsLxEJtVtmYqjaNGI ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 ) - 23 Ver),5rHSnd0R55EpjJY48o6T0z (23 Ver),モーニング娘。 モーニング娘。 RENAME (2014-01-01)
6VwYyKDauRCQ67GtjnlJ8g,恋愛Destiny～本音を論じたい～,モーニング娘。'21,つんく♂,つんく♂,大久保薫,2021-03-31,"初心者におすすめ, つんく＿おふざけ無し, キラーチューン, コールしたくなる",「諦めるにゃ まだちょびっと早すぎるさ」と、恋愛も人生も粘り強く挑む。「恋愛Destiny 本音を論じたい」と、綺麗事ではないリアルな感情や葛藤を熱く歌い上げるモーニング娘。'21のナンバー。,恋愛Destiny 本音を論じたい,JPA602100038,120.0,0.7814,0.4264,0.7,0.28,0.25653710247349826,0.8544169611307421,0.4876325088339223,0.0007067137809187279,0.0002680246582685607,0.8494699646643109,0.0007067137809187279,0.0007067137809187279,0.8925795053003533,0.8671378091872791,0.0007067137809187279,0.7413427561837456,0.3265017667844523,0.0007067137809187279,0.9632508833922262,0.8713780918727915,0.9088339222614841,0.792226148409894,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,,4tYUuGwRb3lkFhxM7i7GUv ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"アンジュルム 太田遥香 GRAD (2020-10-13), アンジュルム 川名凜、為永幸音、松本わかな JOIN (2020-11-02), アンジュルム 船木結 GRAD (2020-12-09), Juice=Juice 宮本佳林 GRAD (2020-12-10), つばきファクトリー 小片リサ GRAD (2020-12-28), Juice=Juice 高木紗友希 GRAD (2021-02-12)"
4czUcKJTDxhcemW1cspEKt,Only you,モーニング娘。,つんく♂,つんく♂,大久保薫,2011-06-15,"初心者におすすめ, つんく＿おふざけ無し",「愛しの君へ」とひたすらに愛を伝える。「君なら出来るよ」と信じて背中を押してくれる、スケールの大きな愛の歌。,愛しの君へ,JPA601100149,120.0,0.8,0.7,0.6,0.55,0.0077738515901060075,0.48692579505300354,0.3773851590106007,0.7137809187279152,0.7440364513535245,0.3363957597173145,0.6459363957597173,0.6014134275618375,0.7484098939929329,0.7356890459363957,0.0007067137809187279,0.5469964664310955,0.6636042402826855,0.0007067137809187279,0.49469964664310956,0.0007067137809187279,0.37031802120141344,0.792226148409894,0.0007067137809187279,0.9222614840989399,0.5851590106007067,4PMFMbAYglX6d7ElsvRooi (Instrumental),51TTtYnfvWSBvXNiYUdLN5 ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,モーニング娘。 譜久村聖、生田衣梨奈、鞘師里保、鈴木香音 JOIN (2011-01-02)
5bB5aSRyyCEH4wVNzUB2kW,時空を超え 宇宙を超え,モーニング娘。'14,つんく♂,つんく♂,大久保薫,2014-04-16,"EDM, 16ビート, 多幸感, つんく＿おふざけ無し, 隠れ良曲",「時空を超え 宇宙を超え」て巡り会えた奇跡を歌う。「君を愛してる」という壮大なテーマを、美しいメロディとEDMサウンドで表現したモーニング娘。'14の傑作。,時空を超え 宇宙を超え,JPA601400072,108.0,1.0,0.6977,0.4107,0.58,0.03250883392226148,0.38303886925795055,0.7484098939929329,0.0007067137809187279,0.0002680246582685607,0.04381625441696113,0.8424028268551237,0.0007067137809187279,0.8544169611307421,0.0007067137809187279,0.0007067137809187279,0.254416961130742,0.6240282685512367,0.0007067137809187279,0.6388692579505301,0.0007067137809187279,0.2508833922261484,0.334982332155477,0.48692579505300354,0.9929328621908127,0.0007067137809187279,6n2jnASlNJI5oAbnkUajXs (Instrumental),29EsrsDdytbvtlF04Xt0Yj ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,モーニング娘。 モーニング娘。 RENAME (2014-01-01)
7lsaxyWZWcmopsfeiSi2bW,愛しく苦しいこの夜に,モーニング娘。,つんく♂,つんく♂,湯浅公一,2010-12-01,"初心者におすすめ, つんく＿おふざけ無し",「君の言葉が 胸にこだましてる」と、彼と一緒にいる幸せと切なさを同時に感じる。「愛しい苦しい」と、好きすぎて胸が痛くなる恋心をモーニング娘。が繊細に歌う。,胸が胸が苦しい,JPA601000585,120.0,0.7,0.5996,0.5542,0.65,0.6812720848056537,0.07561837455830389,0.0480565371024735,0.0007067137809187279,0.9265612436344144,0.18657243816254418,0.0007067137809187279,0.9724381625441696,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.046643109540636045,0.8226148409893993,0.9229681978798586,0.053003533568904596,0.0007067137809187279,0.0607773851590106,0.334982332155477,0.0007067137809187279,0.0007067137809187279,0.5851590106007067,,5YP7pTuEdZtCHMsNbqVfmr ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,モーニング娘。 亀井絵里、ジュンジュン、リンリン GRAD (2010-12-15)
6X58VnPcVf3rsi0QsGmxb7,元気ピカッピカッ！,モーニング娘。,つんく♂,つんく♂,大久保薫,2010-03-17,"多幸感, 応援ソング, ライブ定番, 強い女性, 自己肯定感",「元気ピカッピカッ!」と、どんな時も明るく輝くことを応援する。「個性を信じて」自分らしく生きれば人生は楽しいと、底抜けの明るさでリスナーを励ますモーニング娘。のハッピーチューン。,元気ピカッピカッ!,JPA601000109,120.0,1.0,0.6511,0.524,0.28,0.8353356890459364,0.7201413427561838,0.9024734982332155,0.8275618374558303,0.0002680246582685607,0.6954063604240283,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.8954063604240282,0.0007067137809187279,0.0007067137809187279,0.49469964664310956,0.0007067137809187279,0.7964664310954064,0.2049469964664311,0.6812720848056537,0.7660777385159011,0.5851590106007067,,2JVmxALz6z3FpFOT4GQ3Bo ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"℃-ute 梅田えりか GRAD (2009-10-25), モーニング娘。 久住小春 GRAD (2009-12-06)"
1xdTeN7o3j7OxF8YBBs53W,なんざんしょ そうざんしょ,モーニング娘。'23,,,大久保薫,2023-08-30,かわいい,,,JPA602300072,140.0,0.6275,0.7049,0.4294,0.28,0.8353356890459364,0.5795053003533569,0.4876325088339223,0.8275618374558303,0.7515411417850443,0.18657243816254418,0.6459363957597173,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.392226148409894,0.1717314487632509,0.0007067137809187279,0.49469964664310956,0.9816254416961131,0.37031802120141344,0.4657243816254417,0.9399293286219081,0.6876325088339222,0.5851590106007067,,2H2HLvPUh8lUb0fev2latb ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"つばきファクトリー 浅倉樹々 GRAD (2023-04-02), モーニング娘。'23 井上春華・弓桁朱琴 JOIN (2023-05-23), アンジュルム 下井谷幸穂・後藤花 JOIN (2023-05-23), Juice=Juice 川嶋美楓 JOIN (2023-05-23), アンジュルム 竹内朱莉 GRAD (2023-06-21)"
3OyJsT0lILLWoLzhMbfOwX,グルグルJUMP,モーニング娘。,つんく♂,つんく♂,大久保薫,2009-03-18,"セクシー, トンチキ, ライブ定番, 多幸感, 自己肯定感, コールしたくなる, ディフィカルトリスニング中級, 奇曲怪曲, 良イントロ, 隠れ良曲",「ジャンジャンジャジャジャ JUMP!」と、悩みも空腹も全部ジャンプして吹き飛ばす。「うちらの魅力 何かおわかり?」と問いかけ、プリティでセクシーで元気な自分たちを全肯定する、モーニング娘。のハイパー・ポジティブ・ソング。,迫力の全員ジャンプを!,JPA600900086,170.0,0.6779,0.7105,0.4498,0.7,0.4021201413427562,0.8544169611307421,0.9024734982332155,0.9547703180212014,0.0002680246582685607,0.6954063604240283,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.5469964664310955,0.0007067137809187279,0.0007067137809187279,0.49469964664310956,0.0007067137809187279,0.5024734982332155,0.0007067137809187279,0.8812720848056537,0.8282685512367491,0.0007067137809187279,,4ePnQxQw4tqYdPFM6WHWxP ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"エルダークラブ 中澤裕子、飯田圭織、安倍なつみ等全メンバー GRAD (2009-03-31), スマイレージ 和田彩花、前田憂佳、福田花音、小川紗季 JOIN (2009-04-04)"
2yfy3HSOnDk11kGFBiD9PA,好きな先輩,モーニング娘。,つんく♂,つんく♂,高橋諭一,2002-03-27,"初心者におすすめ, かわいい, キラーチューン, コールしたくなる",「自信持って 電話していいですか」と、憧れの先輩に近づきたい新入生のドキドキを描く。「うまく出来ません」と空回りしながらも一生懸命なモーニング娘。5期メンバーのデビュー曲。,個性的な女とか好きですか 先輩,JPA600200620,120.0,0.9813,0.6322,0.524,0.28,0.8353356890459364,0.1618374558303887,0.3773851590106007,0.0007067137809187279,0.0002680246582685607,0.8494699646643109,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,0.9752650176678446,0.254416961130742,0.7159010600706713,0.9731448763250884,0.12296819787985866,0.0007067137809187279,0.0607773851590106,0.4657243816254417,0.0007067137809187279,0.0007067137809187279,0.0007067137809187279,,6xAlqMcCbSfJRrb1usqicm ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,藤本美貴 藤本美貴 JOIN (2002-03-13)
7mcQMNJGuuxIUrRO4WTh8c,悲しくなるようなRainy day,モーニング娘。'23,,,平田祥一郎,2023-08-30,,,,JPA602300076,95.0,0.5384,0.6631,0.4968,0.07,0.0,0.0,0.0,0.0,0.7515411417850443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,15Mc6Qj1bMf9mYNXq2kvDz ((コンサートツアー2023秋「Neverending Shine Show ~聖域~」 )),,"つばきファクトリー 浅倉樹々 GRAD (2023-04-02), モーニング娘。'23 井上春華・弓桁朱琴 JOIN (2023-05-23), アンジュルム 下井谷幸穂・後藤花 JOIN (2023-05-23), Juice=Juice 川嶋美楓 JOIN (2023-05-23), アンジュルム 竹内朱莉 GRAD (2023-06-21)"
